motif	T.BL	T.L	T.BL.adj	T.L.adj
Mef2a(MADS)/HL1-Mef2a.biotin-ChIP-Seq(GSE21529)/Homer	0.00123624698956209	5.21054870476676e-17	0.0042856562304819	3.51229579358352e-16
Mef2b(MADS)/HEK293-Mef2b.V5-ChIP-Seq(GSE67450)/Homer	0.00383184988862972	2.99425740248778e-20	0.00989527423611219	4.73873780219806e-19
Mef2c(MADS)/GM12878-Mef2c-ChIP-Seq(GSE32465)/Homer	2.05042358462952e-05	1.56167890397183e-18	0.000276427475853758	1.71033919644482e-17
Mef2d(MADS)/Retina-Mef2d-ChIP-Seq(GSE61391)/Homer	0.000129952699516514	6.52291283642084e-17	0.000979955273112026	4.2272071481281e-16
Meis1(Homeobox)/MastCells-Meis1-ChIP-Seq(GSE48085)/Homer	0.000980208749556996	1.52015110571063e-13	0.0036618774740331	3.76454366792386e-13
MITF(bHLH)/MastCells-MITF-ChIP-Seq(GSE48085)/Homer	0.00396648962813908	2.26331229020564e-09	0.010026404337796	2.68353639620473e-09
Mouse_Recombination_Hotspot(Zf)/Testis-DMC1-ChIP-Seq(GSE24438)/Homer	0.0120468194704348	4.27969595909258e-12	0.0252013924553924	7.82818758346583e-12
MYB(HTH)/ERMYB-Myb-ChIPSeq(GSE22095)/Homer	0.00125495887805306	3.34724968166783e-10	0.00430948143029542	4.35142458616818e-10
Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer	0.0661443618463529	6.45780356505702e-11	0.0951642202058199	9.25449014834943e-11
MyoD(bHLH)/Myotube-MyoD-ChIP-Seq(GSE21614)/Homer	0.0056766385360455	3.35309210180426e-15	0.0138677612558427	1.31239303769543e-14
MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.00741018815570979	2.45639572598949e-14	0.0170715727131542	7.28717037931475e-14
Nanog(Homeobox)/mES-Nanog-ChIP-Seq(GSE11724)/Homer	4.72987724930381e-05	1.44168988791021e-12	0.000493207209292808	2.9317045765325e-12
NeuroD1(bHLH)/Islet-NeuroD1-ChIP-Seq(GSE30298)/Homer	0.0218829172831514	3.95664048043294e-15	0.0390459896620936	1.51601803671325e-14
NeuroG2(bHLH)/Fibroblast-NeuroG2-ChIP-Seq(GSE75910)/Homer	0.0136676183095873	1.8943835780656e-12	0.0267473820682245	3.72732768873448e-12
NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	0.414207278330365	1.22729327318922e-13	0.462489108319794	3.14601937634421e-13
NF1:FOXA1(CTF,Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.00535003615762806	5.13697080750635e-12	0.0132477085807933	9.16607534565561e-12
NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)/Homer	0.000964544384887019	7.56365437352901e-18	0.00365723079269661	7.05005012739393e-17
NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	0.00147464580345562	4.18577481334547e-09	0.00475018648192783	4.83689533986588e-09
NFAT(RHD)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	0.0353942459551931	5.87664490773184e-13	0.056506603191624	1.28089745294275e-12
NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.0244693891670546	1.0252981291194e-07	0.0428214310423456	1.09125297953058e-07
NFkB-p50,p52(RHD)/Monocyte-p50-ChIP-Chip(Schreiber_et_al.)/Homer	0.0290056681996216	7.27326527836646e-10	0.048431482681937	8.97446969940811e-10
NFkB-p65-Rel(RHD)/ThioMac-LPS-Expression(GSE23622)/Homer	0.0111458691301742	5.25300864214807e-08	0.0235877695545547	5.64039866000559e-08
NFkB-p65(RHD)/GM12787-p65-ChIP-Seq(GSE19485)/Homer	0.0133980391004998	1.87415033393427e-09	0.0265048164814236	2.2514545265745e-09
NFY(CCAAT)/Promoter/Homer	0.00238468226652049	5.80085260127402e-07	0.00652649883468767	5.99860893995381e-07
Nkx2.1(Homeobox)/LungAC-Nkx2.1-ChIP-Seq(GSE43252)/Homer	0.000160829072483407	1.36405178305501e-08	0.00104538897114215	1.50916367486937e-08
Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)/Homer	4.8778734985003e-05	2.0631915416939e-10	0.000493207209292808	2.75092205559186e-10
Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)/Homer	0.00132814038063705	4.72667527206635e-10	0.00444839907120732	5.99480766213293e-10
Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)/Homer	0.303840199843312	4.96160399482517e-10	0.349993141591664	6.2417351874939e-10
Nkx6.1(Homeobox)/Islet-Nkx6.1-ChIP-Seq(GSE40975)/Homer	1.11940704192657e-06	1.16266309583382e-16	3.39553469384392e-05	6.99013672320148e-16
n-Myc(bHLH)/mES-nMyc-ChIP-Seq(GSE11431)/Homer	0.00054149589910335	9.04980395269199e-12	0.00237475309968216	1.52505955499069e-11
NPAS2(bHLH)/Liver-NPAS2-ChIP-Seq(GSE39860)/Homer	5.79602942207588e-05	2.46242295784537e-14	0.000540962746060416	7.28717037931475e-14
NPAS(bHLH)/Liver-NPAS-ChIP-Seq(GSE39860)/Homer	0.0153332066605178	7.13561629296244e-12	0.0296876980022791	1.22517185407468e-11
Nr5a2(NR)/mES-Nr5a2-ChIP-Seq(GSE19019)/Homer	0.0325174677225213	2.07502002424448e-11	0.0527167595604186	3.21407356946805e-11
Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)/Homer	0.0240809626854366	5.21169550161344e-09	0.042345267717386	5.92830363308528e-09
NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.137572909374072	4.92497192574554e-09	0.179485802910976	5.63738924833767e-09
Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.00196056722489055	1.78340807820771e-07	0.0057552134666142	1.87618653314337e-07
NRF(NRF)/Promoter/Homer	0.0432430124728077	6.79877568556825e-06	0.06676452322417	6.89346615472658e-06
Nur77(NR)/K562-NR4A1-ChIP-Seq(GSE31363)/Homer	0.000386543992122504	1.98723067262779e-12	0.00195575279865231	3.86819232532896e-12
Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.000624989094062667	5.10457845019497e-21	0.00252916229003651	1.23871103724731e-19
Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.000345468257800666	8.66729168544726e-21	0.00181978741331656	1.75271898527933e-19
Oct4:Sox17(POU,Homeobox,HMG)/F9-Sox17-ChIP-Seq(GSE44553)/Homer	0.000172649231423475	8.93529045784532e-14	0.00110253193400254	2.39150421077625e-13
OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	8.06598928548425e-06	2.11954681137099e-24	0.000127653047822446	2.3211182752618e-22
Oct6(POU,Homeobox)/NPC-Pou3f1-ChIP-Seq(GSE35496)/Homer	0.000266287221148262	1.57540343898112e-19	0.00151450857028074	2.07707155283313e-18
OCT:OCT(POU,Homeobox,IR1)/NPC-Brn2-ChIP-Seq(GSE35496)/Homer	0.000916074777091616	5.45436315541063e-12	0.00352337112632157	9.68482043204619e-12
OCT:OCT(POU,Homeobox)/NPC-Brn1-ChIP-Seq(GSE35496)/Homer	7.38508041676955e-06	3.35093439454431e-13	0.000125671021681432	7.71987417477298e-13
OCT:OCT(POU,Homeobox)/NPC-OCT6-ChIP-Seq(GSE43916)/Homer	0.00031549688672061	1.72532838251305e-11	0.00176678256563541	2.7544716282226e-11
OCT:OCT-short(POU,Homeobox)/NPC-OCT6-ChIP-Seq(GSE43916)/Homer	0.0123144758443991	5.81792509403021e-11	0.0253246847873518	8.40366958026586e-11
Olig2(bHLH)/Neuron-Olig2-ChIP-Seq(GSE30882)/Homer	0.00594975680272402	9.24907437488126e-17	0.0143424601072288	5.70620859738437e-16
Otx2(Homeobox)/EpiLC-Otx2-ChIP-Seq(GSE56098)/Homer	5.744637869293e-05	6.31211926761684e-18	0.000540962746060416	6.04634582476982e-17
p53(p53)/mES-cMyc-ChIP-Seq(GSE11431)/Homer	0.755098744636483	6.5636327607398e-15	0.797185829992711	2.34231600481303e-14
p53(p53)/Saos-p53-ChIP-Seq(GSE15780)/Homer	0.152573423291415	3.3176466689534e-13	0.1935077563696	7.69186871018495e-13
p53(p53)/Saos-p53-ChIP-Seq/Homer	0.152573423291415	3.3176466689534e-13	0.1935077563696	7.69186871018495e-13
p63(p53)/Keratinocyte-p63-ChIP-Seq(GSE17611)/Homer	0.291338506942015	1.32642616028288e-13	0.338808998488477	3.37635749890189e-13
p73(p53)/Trachea-p73-ChIP-Seq(PRJNA310161)/Homer	0.105435919374216	5.6277797209777e-12	0.144280731775243	9.91566174557963e-12
PAX3:FKHR-fusion(Paired,Homeobox)/Rh4-PAX3:FKHR-ChIP-Seq(GSE19063)/Homer	0.309219295054792	2.08593013925494e-13	0.355065688958815	5.09582933348187e-13
PAX5(Paired,Homeobox),condensed/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer	0.871192478203492	1.55748122052287e-08	0.89580243521489	1.71275880444206e-08
PAX5(Paired,Homeobox)/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer	0.0135435194775193	1.74908309797832e-10	0.0266477896746865	2.3580231394967e-10
PAX6(Paired,Homeobox)/Forebrain-Pax6-ChIP-Seq(GSE66961)/Homer	0.00216416884813063	1.6036516716745e-07	0.00610664698232207	1.69196872025947e-07
Pax7(Paired,Homeobox),longest/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer	6.94368506816332e-07	2.76889886978092e-13	2.29772851346495e-05	6.58744567712586e-13
Pax7(Paired,Homeobox),long/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer	0.00630393902941432	9.32942654527341e-12	0.0149002195240702	1.56493606565877e-11
Pax7(Paired,Homeobox)/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer	0.00057093944253298	1.01127590952106e-12	0.00238875812737937	2.14014204107945e-12
Pax8(Paired,Homeobox)/Thyroid-Pax8-ChIP-Seq(GSE26938)/Homer	0.0156119225837239	2.39014805755334e-12	0.0300674064575423	4.55504655994458e-12
PBX1(Homeobox)/MCF7-PBX1-ChIP-Seq(GSE28007)/Homer	0.246072902805409	1.38485184541618e-08	0.292714171964604	1.52753355070148e-08
Pbx3(Homeobox)/GM12878-PBX3-ChIP-Seq(GSE32465)/Homer	0.608951493074401	4.10423159485422e-11	0.661666696952484	6.09771551235485e-11
Pdx1(Homeobox)/Islet-Pdx1-ChIP-Seq(SRA008281)/Homer	0.000132022346012429	3.68010125338747e-07	0.000979955273112026	3.83827179436401e-07
PGR(NR)/EndoStromal-PGR-ChIP-Seq(GSE69539)/Homer	4.22845644942067e-06	7.85419103040439e-16	8.26570695628233e-05	3.66528914752205e-15
Phox2a(Homeobox)/Neuron-Phox2a-ChIP-Seq(GSE31456)/Homer	0.0127827297812606	4.78145521343731e-13	0.0258495202243271	1.06776055073079e-12
Pit1+1bp(Homeobox)/GCrat-Pit1-ChIP-Seq(GSE58009)/Homer	6.13945109962029e-06	1.57657798753472e-12	0.000111738010013089	3.15315597506945e-12
Pit1(Homeobox)/GCrat-Pit1-ChIP-Seq(GSE58009)/Homer	2.45514801915522e-07	5.83666654144712e-13	9.92970976636113e-06	1.27984736210045e-12
Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer	0.000345829258613245	9.97135441673526e-16	0.00181978741331656	4.37297952733932e-15
Pitx1(Homeobox)/Chicken-Pitx1-ChIP-Seq(GSE38910)/Homer	0.00114751944477545	1.51117672894764e-17	0.00409506939115943	1.2223740651932e-16
Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.748181558990273	1.59656574888697e-11	0.793988593214167	2.57145987873831e-11
PPARE(NR),DR1/3T3L1-Pparg-ChIP-Seq(GSE13511)/Homer	0.146959844824961	1.35771743501836e-12	0.189692849348531	2.77645587835216e-12
PRDM14(Zf)/H1-PRDM14-ChIP-Seq(GSE22767)/Homer	0.188334681192294	2.11385000192424e-13	0.233972095406126	5.12960933800283e-13
PRDM1(Zf)/Hela-PRDM1-ChIP-Seq(GSE31477)/Homer	0.286317271949909	5.79022693977696e-12	0.336191893515377	1.01328971446097e-11
PRDM9(Zf)/Testis-DMC1-ChIP-Seq(GSE35498)/Homer	0.000115186743120396	3.07502136911675e-12	0.000911477706430961	5.7696277234974e-12
PR(NR)/T47D-PR-ChIP-Seq(GSE31130)/Homer	0.00279104133140787	9.35483672741934e-15	0.00747014003406223	3.15292645257467e-14
Prop1(Homeobox)/GHFT1-PROP1.biotin-ChIP-Seq(GSE77302)/Homer	0.0685843544924316	6.1352296476156e-16	0.0982862402962406	3.04853779536644e-15
Ptf1a(bHLH)/Panc1-Ptf1a-ChIP-Seq(GSE47459)/Homer	0.0015616093143233	4.52524222187087e-16	0.00493742522621814	2.3872292300884e-15
PU.1(ETS)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.0236025004801036	9.59888992082389e-12	0.041705389197853	1.60275042714674e-11
PU.1:IRF8(ETS:IRF)/pDC-Irf8-ChIP-Seq(GSE66899)/Homer	0.21639508864263	8.60748585761243e-12	0.261009514911269	1.46407703372473e-11
PU.1-IRF(ETS:IRF)/Bcell-PU.1-ChIP-Seq(GSE21512)/Homer	0.0501801510021262	9.81819104896573e-12	0.0757367168311578	1.63188198256782e-11
RARg(NR)/ES-RARg-ChIP-Seq(GSE30538)/Homer	0.0593663525716079	1.34030549002013e-10	0.0871344852260696	1.84102339006539e-10
RAR:RXR(NR),DR5/ES-RAR-ChIP-Seq(GSE56893)/Homer	0.972647598196026	3.0176812833191e-11	0.975327068163508	4.55782567273092e-11
RAR:RXR(NR),DR5/ES-RAR-ChIP-Seq(GSE56893)/Homer+2	0.0323089574204394	1.45648685372681e-09	0.0527167595604186	1.76720404918852e-09
Rbpj1(?)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer	0.0173308220121546	1.81705544131317e-11	0.0323508677560218	2.86904352277384e-11
RBPJ:Ebox(?,bHLH)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer	0.0493634382040876	4.82175927656657e-10	0.0748678812761995	6.09416797454942e-10
REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	0.208194188251889	2.62307790128573e-15	0.254304310482174	1.04923116051429e-14
Reverb(NR),DR2/RAW-Reverba.biotin-ChIP-Seq(GSE45914)/Homer	0.000434355063787412	2.27620972500219e-08	0.00206994696417561	2.48065970030179e-08
Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.00960422005986011	2.84415225807709e-15	0.0211874915259944	1.12529502384789e-14
Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	0.000467912187069999	1.49232550590272e-11	0.0021290004511685	2.41425104066039e-11
Rfx5(HTH)/GM12878-Rfx5-ChIP-Seq(GSE31477)/Homer	0.0210046572596113	1.3328797394676e-15	0.0379733335388101	5.7078614725436e-15
Rfx6(HTH)/Min6b1-Rfx6.HA-ChIP-Seq(GSE62844)/Homer	0.0130428512827928	4.80185678774598e-12	0.0262298224692629	8.69589985442555e-12
RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	0.000191230602944931	4.74807986686733e-11	0.00120013688744749	7.02561411195003e-11
Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	0.902948390192973	7.27073120402282e-11	0.925532460783621	1.033807093072e-10
RORgt(NR)/EL4-RORgt.Flag-ChIP-Seq(GSE56019)/Homer	0.00187588595087826	4.00138867189191e-14	0.00559690562393185	1.16520438125492e-13
RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	0.0204484876826604	8.15484708640193e-09	0.0372162475824419	9.10541208420338e-09
RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	0.010634340481199	5.23842189034159e-11	0.0226368417260611	7.65777336580056e-11
RUNX-AML(Runt)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer	0.00164928070423573	1.34346451547381e-12	0.00505595015833642	2.7697003273415e-12
RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	0.00866315510983883	2.04580570787797e-08	0.0194653608640823	2.23625608909183e-08
RXR(NR),DR1/3T3L1-RXR-ChIP-Seq(GSE13511)/Homer	0.120704909005446	6.09420428816749e-16	0.159769406829027	3.04853779536644e-15
SCL(bHLH)/HPC7-Scl-ChIP-Seq(GSE13511)/Homer	0.00183511270255934	2.28280882107331e-15	0.00552050432836032	9.33643158281669e-15
SF1(NR)/H295R-Nr5a1-ChIP-Seq(GSE44220)/Homer	0.0272086394357776	1.13209189867512e-06	0.0461897807680876	1.15753216606108e-06
Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer	0.0622372855498594	3.70171472416869e-11	0.0902564619129436	5.52223016228443e-11
Six2(Homeobox)/NephronProgenitor-Six2-ChIP-Seq(GSE39837)/Homer	0.11634269148288	4.6428776537175e-13	0.15512358864384	1.04321448515628e-12
Slug(Zf)/Mesoderm-Snai2-ChIP-Seq(GSE61475)/Homer	0.0132216568661417	2.60347844471312e-13	0.0262988147501398	6.23464574918141e-13
Smad2(MAD)/ES-SMAD2-ChIP-Seq(GSE29422)/Homer	0.00700741148429483	6.5540474816326e-15	0.0162464826769638	2.34231600481303e-14
Smad3(MAD)/NPC-Smad3-ChIP-Seq(GSE36673)/Homer	0.000398911077333699	4.05393595521434e-16	0.00195575279865231	2.17004807014415e-15
Smad4(MAD)/ESC-SMAD4-ChIP-Seq(GSE29422)/Homer	0.000919561145605905	2.71082623713999e-20	0.00352337112632157	4.57416999696913e-19
Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer	0.0184999521510423	5.04775344989593e-21	0.0340100130453504	1.23871103724731e-19
Sox15(HMG)/CPA-Sox15-ChIP-Seq(GSE62909)/Homer	0.0426251143520597	1.17142401130574e-16	0.0665903073997843	6.99013672320148e-16
Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.0436845750261337	5.18970900534756e-13	0.0670500242014038	1.1460684328e-12
Sox2(HMG)/mES-Sox2-ChIP-Seq(GSE11431)/Homer	0.0966327739539922	2.12991663909836e-17	0.133742698552293	1.5822237890445e-16
Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0361951568774782	9.55093139458067e-16	0.0572827700147915	4.23968174100898e-15
Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.0215354215573359	1.36885846660074e-14	0.0386152386545333	4.29538346416094e-14
Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	0.0600746729757265	5.62516372604695e-15	0.0878200038681303	2.08934652681744e-14
Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer	0.21934097311981	2.3682380600107e-16	0.262631954656614	1.34677741528891e-15
Sp1(Zf)/Promoter/Homer	0.500755892626939	2.53514488500533e-15	0.550680196121468	1.02532526460216e-14
Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer	0.373532051072522	8.10768494961596e-15	0.424892708094993	2.81066411586687e-14
SPDEF(ETS)/VCaP-SPDEF-ChIP-Seq(SRA014231)/Homer	0.0296706079745557	1.81375197437068e-11	0.0493155310627319	2.86904352277384e-11
SpiB(ETS)/OCILY3-SPIB-ChIP-Seq(GSE56857)/Homer	0.01621611797141	1.77177296404587e-14	0.0305837665367526	5.51218255480936e-14
Srebp1a(bHLH)/HepG2-Srebp1a-ChIP-Seq(GSE31477)/Homer	0.0805593151113934	1.11022482117902e-12	0.113657328296695	2.30926762805235e-12
Srebp2(bHLH)/HepG2-Srebp2-ChIP-Seq(GSE31477)/Homer	0.0578204542295902	2.83501996058035e-11	0.0852090904436067	4.31777098598848e-11
STAT1(Stat)/HelaS3-STAT1-ChIP-Seq(GSE12782)/Homer	2.24604977505905e-06	9.81203533608476e-13	5.00216394056476e-05	2.08864377914319e-12
Stat3+il21(Stat)/CD4-Stat3-ChIP-Seq(GSE19198)/Homer	0.000696247820118498	5.71611750201106e-14	0.0027250989948724	1.61612047077958e-13
Stat3(Stat)/mES-Stat3-ChIP-Seq(GSE11431)/Homer	0.0520155882761012	6.01440659054748e-09	0.0777501394377605	6.77784519801635e-09
STAT4(Stat)/CD4-Stat4-ChIP-Seq(GSE22104)/Homer	0.000261414401496289	4.18401570347216e-12	0.00151039431975633	7.69182684880741e-12
STAT5(Stat)/mCD4+-Stat5-ChIP-Seq(GSE12346)/Homer	0.010043022091476	2.46170100133362e-12	0.0218830404882309	4.66697481502832e-12
STAT6(Stat)/CD4-Stat6-ChIP-Seq(GSE22104)/Homer	2.83193094229108e-05	5.03168934295159e-11	0.000355456159653087	7.38522145497734e-11
STAT6(Stat)/Macrophage-Stat6-ChIP-Seq(GSE38377)/Homer	0.00146748723506476	8.70748132384592e-12	0.00475018648192783	1.47419683808368e-11
T1ISRE(IRF)/ThioMac-Ifnb-Expression/Homer	0.00649216677825812	2.93096567369841e-16	0.0152461206921674	1.61647197761549e-15
TATA-Box(TBP)/Promoter/Homer	4.03583430246396e-05	2.70770859496892e-17	0.000461313593175902	1.93256064425233e-16
Tbet(T-box)/CD8-Tbet-ChIP-Seq(GSE33802)/Homer	0.0188818608964951	2.36527568071339e-17	0.0345376752076594	1.72192069555935e-16
Tbox:Smad(T-box,MAD)/ESCd5-Smad2_3-ChIP-Seq(GSE29422)/Homer	0.433108721588763	3.48656502738203e-12	0.480645044689969	6.44218106582264e-12
Tbr1(T-box)/Cortex-Tbr1-ChIP-Seq(GSE71384)/Homer	0.0325859090689401	1.43360800023171e-19	0.0527167595604186	2.0070512003244e-18
Tbx20(T-box)/Heart-Tbx20-ChIP-Seq(GSE29636)/Homer	0.0148271645225589	2.66700344955387e-10	0.0288614325465852	3.5170123546863e-10
Tbx5(T-box)/HL1-Tbx5.biotin-ChIP-Seq(GSE21529)/Homer	0.113975596410812	8.86659957252407e-16	0.153088992965076	3.98449659802316e-15
Tcf12(bHLH)/GM12878-Tcf12-ChIP-Seq(GSE32465)/Homer	0.000625342324459576	6.10496298057015e-18	0.00252916229003651	6.00596358088523e-17
Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer	0.0643960074060824	1.14221030458201e-13	0.093016455142119	2.96974679191321e-13
Tcf3(HMG)/mES-Tcf3-ChIP-Seq(GSE11724)/Homer	0.0101799203704611	8.71758944720287e-16	0.0218830404882309	3.96650319847731e-15
Tcf4(HMG)/Hct116-Tcf4-ChIP-Seq(SRA012054)/Homer	0.00396531890944452	1.04671232517594e-14	0.010026404337796	3.43246203931571e-14
Tcfcp2l1(CP2)/mES-Tcfcp2l1-ChIP-Seq(GSE11431)/Homer	0.0260158859942628	4.87871052623304e-12	0.0448804857910506	8.7913397601427e-12
TCFL2(HMG)/K562-TCF7L2-ChIP-Seq(GSE29196)/Homer	0.00121057149916267	1.4667540177241e-10	0.00423700024706934	1.99961970955645e-10
TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	0.0979773433806743	8.7243284822139e-15	0.135089973449112	2.99590147879798e-14
TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	0.213598107264623	7.38224057566341e-16	0.260032478409106	3.48978645394997e-15
TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.0159163085018689	3.96112467612465e-09	0.0303326507574884	4.62131212214543e-09
TFE3(bHLH)/MEF-TFE3-ChIP-Seq(GSE75757)/Homer	0.0082401741255137	1.8207391586834e-11	0.0186299588924657	2.86904352277384e-11
Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)/Homer	0.016043963456915	6.02741463478658e-15	0.0304166807204014	2.21614033036598e-14
Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)/Homer	0.000995950192113398	2.81839218351188e-17	0.0036618774740331	1.97287452845832e-16
THRa(NR)/C17.2-THRa-ChIP-Seq(GSE38347)/Homer	0.000449246731235915	1.21415882028608e-07	0.00206994696417561	1.28849507458931e-07
THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)/Homer	9.34765545847201e-05	6.36213412539049e-10	0.000773306042473594	7.90381167795951e-10
Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.381102278150839	6.26304664460639e-10	0.432153362139892	7.8073595158792e-10
TR4(NR),DR1/Hela-TR4-ChIP-Seq(GSE24685)/Homer	0.0396192839464213	6.55463477445405e-08	0.06216129032973	7.01731487618022e-08
Twist(bHLH)/HMLE-TWIST1-ChIP-Seq(Chang_et_al)/Homer	0.0246756262042202	6.31958432151508e-15	0.042975731762374	2.30032869303149e-14
Unknown-ESC-element(?)/mES-Nanog-ChIP-Seq(GSE11724)/Homer	0.0270530882441549	3.84915735568724e-15	0.0461897807680876	1.49052476326612e-14
Unknown(Homeobox)/Limb-p300-ChIP-Seq/Homer	0.0123898003224884	4.05390919184678e-10	0.025336445603291	5.15952078962317e-10
USF1(bHLH)/GM12878-Usf1-ChIP-Seq(GSE32465)/Homer	6.37072135532213e-05	2.40495967015877e-16	0.000565595749594452	1.34677741528891e-15
Usf2(bHLH)/C2C12-Usf2-ChIP-Seq(GSE36030)/Homer	0.000448918728831838	7.01066957641853e-12	0.00206994696417561	1.20942356673761e-11
VDR(NR),DR3/GM10855-VDR+vitD-ChIP-Seq(GSE22484)/Homer	0.050352432618517	2.77698434342037e-12	0.0757367168311578	5.23742124873065e-12
X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.00230855945012575	1.59774734833318e-19	0.00636602757458919	2.07707155283313e-18
YY1(Zf)/Promoter/Homer	0.0477005049514982	2.9832121410553e-09	0.07264846779224	3.5142045933467e-09
ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)/Homer	0.0281735363031321	6.12290024077504e-13	0.0472588350891248	1.32662838550126e-12
ZBTB18(Zf)/HEK293-ZBTB18.GFP-ChIP-Seq(GSE58341)/Homer	0.00590277431532671	1.31135890661951e-10	0.0143240656718595	1.8080857651875e-10
ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.115144736984378	1.21575711458178e-05	0.154090750964389	1.2258603593013e-05
ZEB1(Zf)/PDAC-ZEB1-ChIP-Seq(GSE64557)/Homer	0.000212504943942433	6.61952767701378e-17	0.00129694122856096	4.2272071481281e-16
Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer	0.715342588453939	2.67491562615204e-09	0.765837359403629	3.16126392181605e-09
ZFP3(Zf)/HEK293-ZFP3.GFP-ChIP-Seq(GSE58341)/Homer	0.0184303866791753	3.37198012925121e-12	0.0340100130453504	6.26224881146653e-12
Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer	0.110678186339036	1.30247564367091e-15	0.149210591953367	5.64406112257393e-15
ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer	0.00779584684487027	2.5524373468147e-18	0.0178470959215898	2.65453484068729e-17
Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.010220101326921	7.34357041763075e-14	0.0218830404882309	1.99482062090865e-13
